abstract,author,title,year
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		A Study Review on Mobile Ad-Hoc Network: Characteristics, Applications, Challenges and Routing Protocols Classification
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Multistage Hybrid Median Filter (MHMF) Design for Stereo Matching Algorithms
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Smart DRILL Load Balancing Protocol: Wise Exploration and Reacting
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		PERFORMANCE OF THE ENTREPRENEURIAL UNIVERSITY: THE ROLES OF SOCIAL CAPITAL
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Development of the Malaysian Skills Certification for TVET Lecturers
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Relationship between Work Environment Factors and Organizational Effectiveness among Executives and Managers in an Automotive Industry
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		EXPLORING THE PROBLEMS AND NEEDS OF REPEATERS IN LEARNING ESL WRITING: A CASE STDUY
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		REFUSAL STRATEGIES IN ENGLISH USED BY MALAY AND CHINESE UNDERGRADUATES
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Cognitive Radio-based Routing Protocols for Disaster Area Networks; Research challenges and directions
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		The Mediating Effect of Knowledge Management on the Relation between TQM and Banking Service Performance: A Review
	",
"
					,
					,
,
,
,
,
,
,
,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Association between Intranet Quality and Organizational Performance
	",
"
					,
					,
,
				","
							,
																				,
							,
																				,
							,
																				","
		Multifaceted Watermarking of Medical Images Using SWT and SVD
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Determinantsthat Influence the Stability of International Joint Venture. A Conceptual Framework
	",
"
					,
					,
,
				","
							,
																				,
							,
																				,
							,
																				","
		Voxel Selection Framework with Feature Extraction for Classification of Brain Activity in fMRI
	",
"
					,
					,
,
				","
							,
																				,
							,
																				","
		Analysis of Algorithms in Secure Transmission of Medical Data
	",
"
					,
					,
,
,
				","
							,
																				,
							,
																				","
		Survey on SeSPHR: A Methodology for Secure Sharing of Personal Health Records in the Cloud Using IOT
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Arrangement and Popularity Busting Of YouTube Videos of Effected Related Data
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Development of Novel Classifying System to Identify the Right Sense of Textual Conversation in Social Networks using Deep Convolution Neural Network
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A Methodology for Building Proficient and Exact Social Recommender Framework Utilizing Singular Connection
	",
"
					,
					,
,
				","
							,
																				,
							,
																				","
		In-Vitro Cytotoxic and Anti - Angiogenesis Studies of Polyvinyl Alcohol Mediated 5fluorouracil Conjugated Iron Oxide Nanoparticles
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Client –Requirement Fulfil QOS in Multi server for Max Beneficial in Cloud Computing
	",
"
					,
					,
,
				","
							,
																				,
							,
																				,
							,
																				","
		A Blind Video Watermarking Technique For Indoor Video Content Protection Using Discrete Wavelet Transform
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Synthesis, Characterization of CeO2 nanoparticles via Eco-friendly green combustion technique and its antimicrobial, anticancer activities.
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Electric Arc Furnace (EAF) Modelling and Comparative Study of Flicker Mitigation Techniques
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		An Efficient Information Retrieval and Routing using AODV on TDMA in WSNs
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A Brief Review on Synthesis of Metal Oxide Based Nano-composites and their Photocatalytic Applications
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Design of Controllers using Fast Output Sampling Feedback – FOS for 1 & 2-link FMs
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Performance Characteristics of a Single Cylinder Diesel Engine Fueled With Blends of Sal Seed Oil and Diesel
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A review on rectangular heat sinks under natural convection
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Prediction of Breast Cancer using  Machine Learning
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		HOLDING ANALYSIS OF MUTUAL FUNDS
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Techniques for Summarization of Spoken Document: A Survey
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Impact of Financial Inclusion in the Development of MFI and SHG: A Case Study of Allahabad District
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Role of Microfinance in Poverty Alleviation with Special Reference to District Aligarh (India)
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Does Working Capital have impact on profitability? An Evaluation made through financial position of select Indian Meat Processing Industry
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Retail Investors’ Attitude towards Socially Responsible Investment (SRI) in India: Examining the Role of Religiosity and Moral Norms within TPB Framework
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Issues and Prospects of Rural Entrepreneurs in Tirunelveli City: A Review
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Measuring Consumers’ Perception and Determinants of Green Purchase
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Conceptual Framework on Corporate Social Responsibilities (CSR) On Bio Waste Management In Rural Areas – With Special Reference To Neighbohood perception On hospitals In Pondicherry Region
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Exploring Antecedents for Knowledge Management on Work Place Commitment among College Teachers with the Mediating Role of Competency Enhancement
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Study on Corporate Social Responsibilities (CSR) of Selected Organizations in Pondicherry Region
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Organic Consumers’ View on Brand Equity: Effects of Brand Awareness, Perceived Quality Brand Loyalty, Brand Association, and Brand Image
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Facebook and WhatsApp in higher education: an experimental study for Computer Science students
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A Study on Organizational Clarity and Its Impact on Employer Branding In Automobile Companies in Chennai City
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Cluster based Cognitive Radio Routing Mechanism with Link Stability (C2R2M-LS)
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		EMOTION RECOGINATION USING LDA AND CNN IN E-LEARNING
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Improved Usability for Seamless User Verification based on Biometrics
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		SOFTWARE DEFECT PREDICTION USING EFFICIENT CLASSIFICATION ALGORITHMS
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Transparent ZnO Thin Films grown by RF Magnetron Sputtering for Opto-Electronic Applications
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Biomedical Applications of Cocoa Bean-Extract Mediated Graphene Quantum Dots as Antimicrobial, Anticancer and Plant Growth Regulators
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Structural , Optical And Electrical Analysis Of  Pentacene Thin Film
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Green synthesis Quantum Dots (GQD) from Coconut Husk (Cocos nucifera L) the Evaluation for Antibacterial  and Cytological Activity
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		An Intelligent System for Audio Emotion Recognition
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		EFFECT OF ELECTROMAGNETIC RADIATION ON HUMAN BODY  (BY CELL PHONES)
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Prediction of Loan Approval using Machine Learning
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Experimental Analysis on Time Varied Signal for Inconsistent Traffic in Fixed WiMAX Network
	",
"
					,
					,
				","
							,
																				","
		Under Publication Process
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Under Publication Process
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		A novel Shape Feature Extraction technique for Content Based Image Retrieval (CBIR) Systems
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Impact of Multimedia in English Language Classroom of Undergraduate Students in Engineering Colleges
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Predicting Students’ Academic Drop Out and Failures Using Data Mining Techniques
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Evaluation and Customized Support of Dynamic Query form through web search
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		A MOTIVATIONAL MODEL FOR CONTINUOUS PARTICIPATION IN CROWDSOURCING AMONG LOW INCOME GROUP
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Generating Business Modelling and Simulation from Survey Report
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Requirement Engineering meets Emotion: A case study of Quiz MASTer
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		USABILITY EVALUATION OF ACADEMIC LEARNING MANAGEMENT SYSTEM (ALMS): A PILOT STUDY
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Requirement Analysis: Users’ Involvement in IS Model Development
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		USERS’ INTENTION TO SELF-ARCHIVING IN INSTITUTIONAL REPOSITORIES
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		OUTDOOR MOBILITY ASSISTIVE TECHNOLOGIES FOR PEOPLE WITH VISION IMPAIRMENT OR BLINDNESS – A STATE OF THE ART
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		A REVIEW ON APPLYING MACHINE LEARNING IN GAME INDUSTRY
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		RISK MEASUREMENT OF IT PRIVACY AND SECURITY THREAT IN SOCIAL NETWORKING SITES ON USERS PERSPECTIVE
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		THE DEVELOPMENT OF ADAPTIVE LEARNING APPLICATION TO FACILITATE STUDENTS WITH DYSLEXIA IN LEARNING MALAY LANGUAGE
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		MANAGING COMPLEX ENVIRONMENT THROUGH IMPLEMENTATION OF COBIT PRINCIPLES: A CASE STUDY OF THE 2014 FLOOD AT KEMAMAN, TERENGGANU
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		AUTONOMOUS VEHICLE MAPPING WITHVLP-16 LIDAR USING LIDAR ODOMETRY AND MAPPING ALGORITHM
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		MOTIVATIONAL FACTORS INFLUENCING THE USE OF MASSIVE OPEN ONLINE COURSES (MOOCS) FOR CONTINUING PROFESSIONAL DEVELOPMENT:  A SYSTEMATIC LITERATURE REVIEW
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		EXPLORING THE STUDENT’S INTERACTIONWITH AUGMENTED REALITYAND THEIR RELATIONSHIP TO LEARNING ACHIEVEMENT
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		A PILOT STUDY OF AN IMPROVED AGILE HYBRID MODEL IN MANAGING SOFTWARE PROJECTS SUCCESS
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		A REVIEW OF QOS-AWARE WEB SERVICE COMPOSITION USING METAHEURISTICS APPROACH
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A TOOL FOR DETECTING AMBIGUITY IN SOFTWARE REQUIREMENTS SPECIFICATION
	",
"
					,
					,
				","
							,
																				","
		SMMS: DOCUMENT MANAGEMENT IN AGILE MODEL FOR SOFTWARE MAINTENANCE
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		CONSTRUCTING A MODEL OF RISK MITIGATION FOR ANTI SOFTWARE AGEING DURING SOFTWARE MAINTENANCE
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Machine Learning: Tasks, Modern Day Applications and Challenges
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		CHARACTERIZING KNOWLEDGE UTILIZATION DURING SOFTWARE DESIGN PROCESS USING PKAMI MODEL
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		DESIGN GUIDELINES OF TANGIBLE INTERACTION LEARNING MODEL FOR CHILDREN WITH DYSLEXIA
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		VoVo: A HYBRID REQUIREMENTS PRIORITIZATION TECHNIQUE IN SCRUM-AGILE ENVIRONMENT
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		RESEARCH DATA MANAGEMENT IN SUPPORTING KNOWLEDGE SHARING AMONG UNIVESITY RESEARCHERS
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		A PRELIMENARY STUDY ON THE DEVELOPMENT OF RESEARCH DATA MANAGEMENT (RDM) POLICY
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Identifying Critical Factors to Adopt E-HRM Based Cloud Computing System for Healthcare Organizations
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Adoption Model of Electronic Human Resource Management (E-HRM) Based Cloud Computing System for Healthcare Organizations
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Electronic Personalized Health Records  [E-Phr] Issues Towards Acceptance And Adoption
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		The Relationship between Early Maladaptive Schemas and Speech Anxiety in High School Girls
	",
"
					,
					,
,
,
				","
							,
																				,
							,
																				,
							,
																				","
		Assessment of the Place Attachment of Residents to Residential Spaces in New Urban Fabric
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Effect of Drought on Allometric Relationships of the Leaf Area and Vegetative Characteristics in Two Sensitive and Tolerant White Beans to Vigna Sinensis Tension
	",
"
					,
					,
				","
							,
																				","
		Agent-Based Simulation and Modeling of Air Transportation System Using GPS
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Introduce Digital Safety System Model of Construction Management for High Importance Buildings: A Case Study on Tehran Municipality Region One’s Burgomasters
	",
"
					,
					,
				","
							,
																				","
		Assessment of perceptual and physical qualities affecting Participation in Local Center
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Classifying Metro and BRT Stations in Order to Determine the Prospects and Appropriate TOD Projects, With the Case Study of the Central Part of Tehran City
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		A Model to Improve the Performance of Intrusion Detection System Based on the Genetic Algorithm
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Evaluating and Optimizing Suggestion System based on the CIPP Model Case Study: Agriculture Jahad Organization of Bushehr Province
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Using Multi-Agent Collective Intelligence for Detecting Overlapping Communities in Social Networks
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Evaluation of Hypericum Perforatum Effects on Hematological and Biochemical Factors of Rainbow Trout Under Thermal Stress
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Investigating the Relationship between Quality of Work Life and Employee Commitment amongst Bank Employees
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Physical Unclonable Function based Design for Customized Digital Logic Circuit
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		In Illumination Variations Facial Emotion Recognisation By Using Local Tenary Patterns
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Rise of “Big Data” in the field of Cloud Analytics
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Optimized Feed Forward Neural Network for an Efficient Pose Invariant Face Recognition System
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Design of Sensing Device for Detection of Disease in Bovine, Avian and Caprine
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Intrude Buzzer System for Trees in Forest Using Wireless Sensor Network Based on IOT
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Data Leakage Detection of Transformed Data in Intra Mailing System
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Consensus Pattern Selection from Structured Profile using Multiobjective Algorithm
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Cryptographic Protocols for Mobile Cloud Computing
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Smart Monitoring System for Infants using IoT
	",
"
					,
					,
				","
							,
																				","
		Growing Industrial Activities and Emerging Issues in Sonapur-Byrnihat Area of Assam and Meghalaya
	",
"
					,
					,
				","
							,
																				","
		Sustainibility Accounting
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Impact of Packaging Materials and Different Chemicals on Storage and Shelf Life of Pear CV. Punjab Beauty
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Chronic Neck Pain and its Influence on Respiratory Function
	",
"
					,
					,
				","
							,
																				","
		The Role of Supervision and Moral Aspect towards Performance: an Evaluation of Physical Education Teachers in Indonesia
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		A Teacher’s Contribution in Society: an Interpretation of Community Perceptions and Attitudes
	",
"
					,
					,
,
,
,
				","
							,
																				,
							,
																				","
		Estimation of Back Strength, Hip Circumference and Buttock Knee Length and its Correlation with Explosive Power in Indian State and National Level Gymnasts
	",
"
					,
					,
				","
							,
																				","
		Character Transformation through Sports Achievement: A Naturalistic Study of Athletes in South Kalimantan
	",
"
					,
					,
				","
							,
																				","
		Optimizing Educational Innovation through Problem-based Learning: How Experiential Learning Approach works in Literacy and Language Development
	",
"
					,
					,
				","
							,
																				","
		Tracying for Power representation through the use of Directive Acts Speech between the Teacher and the Student: A Communication and Pragmatic Study
	",
"
					,
					,
				","
							,
																				","
		Teaching Business Ethics through School Cooperatives
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Ductile Iron Pipes: Driving Factors and Challenges in Future
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Non Functional Requirements Analysis using Data Analytics
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Bluetooth and GPS Tracking System: Comparison and Analysis of Technique
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Ad hoc On- Demand Distance Vector (AODV)Routing Protocol InVehicular Ad Hoc Network (VANET): An Analysis Study
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Design and Implementation Weights Equation for Optimization DSR Protocol in MANETs Environment
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Clustering in VANETs Perspective: Concepts, Topology and Applications
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		The Implementations and Applications of Ampere’s Law to the Theory of Electromagnetic Fields
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Protecting IoT based transmitted data security using tokenized multiple layered encryption techniques
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Preliminary Studies on the Acceptance of Virtual Learning Module (VLM)for School's ICT Coordinator using UTAUT2
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		The Communication Technologies in WBAN
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Smart Solutions Based-On Cloud Computing and Wireless Sensing
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Theoretical and Practical Study of Possibility to Decrease Thermal Stress in Pistons of Internal Combustion Diesel Engine by Using Galvanic Plasma Modification
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Differential Subordination for Certain Analytic Function in the Upper Half-Plane
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Methods of Attracting Financial Resources of Islamic Financial Institutions to Russian National Economics
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Analysis of Data falsification in Cognitive Radio Scenarios from Secondary User Viewpoints
	",
"
					,
					,
				","
							,
																				","
		BJP Vs Opposition Parties on Twitter: A Comparison of Social Media Strategies for Political Mobilisation during 2017 Uttar Pradesh and Gujarat Assembly Elections
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		The Influences of Human-Made Disasters on the State of Government to Citizens ICT Services: Users’ Perspectives
	",
"
					,
					,
				","
							,
																				","
		Gargoyle of Healthcare
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		An Experimental Study of Convective Heat Transfer Coefficient and NusseltNumber for Fruits inside FACCC for Sustainable Cold Chain
	",
"
					,
					,
				","
							,
																				","
		An Efficient Data Encryption and Decryption In Cloud Computing
	",
"
					,
					,
				","
							,
																				","
		A Review of Various Data Compression Techniques for Secured Data Transfer
	",
"
					,
					,
				","
							,
																				","
		The Meta-Analysis of Neuromarketing and Advances in Consumer Behavior Studies- A Systematic Review
	",
"
					,
					,
				","
							,
																				","
		A Voyage of Long Term Evolution-Advance (LTE-A): A literature Review
	",
"
					,
					,
				","
							,
																				","
		An Hybrid Approach for Efficient Data Encryption and Decryption for Data Security in Cloud Computing
	",
"
					,
					,
				","
							,
																				","
		An Efficient Task Scheduling (OHTS) algorithm based on Genetic Approach
	",
"
					,
					,
				","
							,
																				","
		A Review of Various Security Techniques in Cloud Computing
	",
"
					,
					,
				","
							,
																				","
		An Enhancement Method for Fingerprint Images Using segmentation and Transformation Filtering’s
	",
"
					,
					,
				","
							,
																				","
		Performance Evaluation of No SQL Databases Basis of CRUD Operations
	",
"
					,
					,
				","
							,
																				","
		An Efficient Supervised Learning Based Technique for Brain Tumour Detection
	",
"
					,
					,
				","
							,
																				","
		Impact of Time Delay in a Forest biomass model in the Presence of Export and Industry
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				","
		Perception and Exception of E-Banking Services of Commercial Banks in India
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				","
		A Study on Woman Employees Satisfaction in Various Benefits Schemes Offered by the Information Technology Industry
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				","
		An Antlion Optimizer Trained ANFIS Control Scheme to Improve LVRT Characteristics of Grid Connected PMSG
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				,
							,
															,
																				","
		The Role of (α,β)- Level set on Complex Intuitionistic Fuzzy Soft Lattice Ordered Groups
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				,
							,
															,
																				,
							,
															,
																				","
		An PSO-SFLA Based Ensemble Link Weighted Triple Quality Algorithm to Improve the Performance of Clustering over Categorical Data Clustering
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				,
							,
															,
																				","
		Some Properties On Fuzzy Hyperlattice Ordered Group
	",
"
					,
					,
,
,
				","
							,
															,
																				,
							,
															,
																				","
		Mesosphere Stratosphere Troposphere (MST) Radar Signal using Discrete wavelet Transform with Overlapping Group Shrinkage
	",
"
					,
					,
,
				","
							,
															,
																				,
							,
															,
																				,
							,
																				","
		Novel Reusable Software Components for Fault Tolerant Architecture
	",
"
					,
					,
,
,
				","
							,
															,
																				,
							,
															,
																				","
		A Combined Local Deep-Feature Alignment and Analytic Gabor Feed forward Network for Face Recognition
	",
"
					,
					,
				","
							,
															,
																				,
							,
															,
																				","
		Teacher Effectiveness and Use of Technology in Teaching
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Job Scheduling In Cloud Computing Based On Adaptive Job Size Based Queuing Process
	",
"
					,
					,
				","
							,
																				","
		Microwave drying of wood, mathematical simulation of rotating lumber in the SHF field
	",
"
					,
					,
				","
							,
																				","
		Metaheuristic Analytical Instruments In Optimizing The Shopping Center Parking Area: A Transportation Model
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		A Review on Machine Learning Techniques for QoS in WSN
	",
"
					,
					,
				","
							,
																				","
		A Meta Heuristic Approach For Efficient Route Recovery  In Mobile Ad Hoc Networks
	",
"
					,
					,
				","
							,
																				","
		An Integer Programming Model for Solving Integrated Hospital Capacity Management problem
	",
"
					,
					,
,
				","
							,
																				","
		Method of Variational Calculation of Influence of the Propulsion Plants of Forestry Machines upon the Frozen and Thawing Soil Grounds
	",
"
					,
					,
				","
							,
																				","
		EAR-EEG signal transmission in WSN to evaluate co-channel interference of OLSR routing through residual of Fractional spline wavelet for auditory hallucination diagnosis
	",
"
					,
					,
				","
							,
																				","
		The Selection Parameters of Various Banks in Nanded District
	",
"
					,
					,
				","
							,
																				","
		FPGA implementation of 1D Median Filter architecture for de-noising application
	",
"
					,
					,
				","
							,
																				","
		Ad-hoc wireless network optimization through OPNET simulation model
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		Numerical Simulation of Air-core Vortex Using an Axisymmetric Boundary Condition
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Classification of Thalassemia Data Using K-Nearest Neighbor and Naïve Bayes
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Public Charging Station Location Optimization For Electric Vehicles Case Study : DKI Jakarta
	",
"
					,
					,
				","
							,
																				,
							,
																				","
		The Forecasting Of Water Level using Artificial neural Networks In Bekasi, West Java - Indonesia
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Classification Thalassemia Data Using Fuzzy Kernel C-Means (FKCM) Method
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Ontology Development Life Cycle: A Review
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Green Time Setting at Signalized Intersections through Numerical and Linguistic Variables with the Fuzzy Logic Model
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Graphic Image Restoration of Prehistoric Cave Painting in Painted Cave, Niah, Sarawak
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Analysis on Engineering Mathematics I Final Exam Questions
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		Proposal for Dispersion Compensating Photonic Crystal Fibre
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				","
		IT Asset Disposal: “Please Don’t Dump Me”
	",
"
					,
					,
				","
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				,
							,
																				","
		Effect of Quarry Dust as a Sand Replacement on the Properties of Interlocking Brick
	",
