abstract,author,title
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Non-functional requirements (NFRs) are being addressed by the architecture. NFRs are not focused properly as functional requirements (FRs) are dealt and focused. FRs are being taken under consideration at the early stage of software process development (such as architectural level). Usually, the NFRs are being focused at the end of the project, which does not fulfill the desired qualities. Early design decision is very important to achieve a strong connection between design and requirements, quality of a system and a consistent software product. Architecture and NFRs constraint each other therefore, they should be treated together. Runtime NFRs (such as performance, security and fault tolerance) and some of those which are not runtime (such as maintainability) should be considered at the architectural level. This paper presents a survey that emphasizes the integration of NFRs and architectural. We have analyzed the reported techniques on the basis of our evaluation criteria and have presented a comparison.</em></div>
		<br>
		</div>","Fazlullah Khan, Syed Roohullah Jan, Muhammad Tahir, Shahzad Khan, Farman Ullah",Survey: Dealing Non-Functional Requirements at Architecture Level
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Flow control, end-to-end (EED) delay, throughput, and energy consumptions are important factors of real-time and multimedia communication in mobile ad-hoc networks (MANET’s). It has a characteristic of the dynamic flow of data communication among the various users without using wired technologies. Due to this dynamic structure of MANNETS, most of its energy is consumed in route searching and packet retransmission. In addition, a problem of energy consumption may also occur due to network congestion and traffic flow control. In general, UDP is used for real-time communication but this protocol is unable to control the traffic flow properly. Therefore, a new protocol is developed for this purpose called datagram congestion control protocol (DCCP) used in those networks, which has an increasing number of multimedia traffic, and real-time flow. In this research work, major performance metrics with the issue of power usage of the TFRC and TCP like DCCP protocols are evaluated. </em></div>
		<br>
		</div>","Adnan Khan, Alaa Almagrabi, Shakeel Ahmad, Sher Afzal Khan",Performance Evaluation of TCP and DCCP Protocols in Mobile Ad-Hoc Networks (MANETS)
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In this large growing world, vehicles on the road have increased in recent years. Due to the huge volume of these vehicles on the road, potential threats and the road accidents are also increasing day by day. To overcome these threats, wireless technology called VANET (Vehicular Ad hoc Network) has been designed. Through this wireless technology, vehicles exchange some messages to avoid bad circumstances. In VANET, a warning message can be generated and propagated to the other vehicles to notify their drivers about the congestion zone or about an accident.   There are many issues in the VANET which need to be improved to make the communication fast, secure and effective. In this paper, we have analyzed many issues of VANET including security, scalability, mobility and different types of attacks. In our proposed solution, we have used GSM (Global System and Mobile Communication) technology in combination with WiFi technology to resolve the mobility and scalability issue. We have also implemented AAA (Authentication, Authorization and Accountability) model in our proposed solution.</em></div>
		<br>
		</div>","Mohsin Ashraf, Harris Bilal, Imran Ahmad Khan, Farooq Ahmad",Vanet Challenges of Availability and Scalability
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In a gradually idealized, homogeneous and sanitized world, Security and confidentiality of organization’s policies, practices, rules and procedure is becoming a major issue for any enterprise or association and there are also such a variety of criminal cases. So to maintain the security of organization’s future projects and secret missions, to help to avoid criminal cases like child kidnapping, mobile snatching and etc. by monitoring geographical location and to monitor the children by their parents after tracking their daily activities along with its date and time, we proposed a mobile and web based monitoring system “A Mobile, Enterprise Solution (True Monitor)” which “ll run invisibly on target device to track all the activities including device information  (Inc. Id, Name, Model, OS, OS Version, IMEI No., Carrier, Carrier No., IMSI No., Battery, Wi-Fi/GPRS/3G, Location Tracker Status, Microphone Detection, Status (Lock/Unlock), Last Login, IP Address, Primary Email ID), Contact Logs, Call logs (Incoming, Outgoing, Missed), Call Recordings, Call Duration, Text Message Logs (Inbox, Sent) with its source and destination mobile number, GPS Location, Instant Messages (Facebook, Whatsapp, Skype, Viber &amp; etc.), Mailbox, Browser History, Multimedia files and Blocked Websites along with its date and time. This information would have sent to the server (monitored by administrator) with an alert notification to the administrator in the result of any activity which does from the user mobile with detailed information.</em></div>
		<br>
		</div>","Shahzad Sharif Khichi, Faizan Ahmad, Pir Ahmad Ali Shah, Javed Ferzund",A Mobile Enterprise Solution (True Monitor)
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>Wireless sensor network  (WSN) is a network communication technology that is  characterized by its small size; low power consumption and limited memory capacity. It provides communication in a broadcast manner.  These sensor nodes have no specific infrastructure and they are placed randomly throughout the network.  The use of WSNs is to collect data from physical environment and in real time. Error in the collected data or malfunctioning of the sensors can create problems on large scale. There are few ways and methods through which WSNs can be attacked. One of them is the Denial of Service Attack (DoS), which captures the nodes and takes its important data, modifies it or halt it from responding to a bona fide user. Various techniques are used to tackle DoS attack on WSNS. By using the multiple base station approach we can reduce and minimize the drastic effect of DoS attack on WSNs and makes our network secure and functioning in its normal conditions</div>
		<br>
		</div>","Jaffer Wazir, Omar Barukab, Alaa Omran Almagrabi, Sher Afzal Khan",Minimizing Denial of Service Attack for Multiple Base Stations in Wireless Sensor Network
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>Obesity is growing day by day all over the world. It is a global problem affecting both male and female worldwide. In mall and market, most of the clothes available are of standard size (small, medium, large). People, who are obese or overweight, have a problem to find properly fitting clothes. They have only one option, which is to manually stitch the clothes through tailors. In this context, we are going to propose a web portal architecture to customize clothing making system for obese people. Through our web portal interface tailors’ can enhance their income and on the other hand, obese people can customize clothes online by simple easy steps. The web portal will allow the obese people to choose a fabric, apply style and provide measurement. PHP, MySQL, JavaScript, and Ajax was used to develop the web-based portal for buying customized clothes by overweight individuals.</div>
		<br>
		</div>","Tabrej Khan, Asif Hassan Syed, Arshad Hashmi",An E-Commerce based Web Portal to Support Customize Clothes for Obese People
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>The majority of any temporal data model is claimed to be superset of the conventional relational data model as well as it has the ability to be represented in the main temporal data models in literature. In this paper, a complete and formal proof is provided in order to show that the A Tuple Timestamping Historical Relational (TTHR) temporal data model is a consistent extension of conventional relational model, and has the expressive power to be represented in other reference temporal data model and the modeling approaches in relational temporal data model.</em></div>
		<br>
		</div>","Nashwan Ahmed Alromema, Mohd Shafry Mohd Rahim, Ibrahim Albidewi",Temporal Database Models Validation and Verification using Mapping Methodology
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p>Almost every Microsoft Windows user at some point in life must have experience that his/her laptop or desktop has gone down slow and is just not performing swiftly as it used to do when Windows was initially installed on that system. This results in decreased performance of the system in over a few weeks of fresh installation of Microsoft Redstone 3 OS, the system starts to show degraded performance and increased bootup and shutdown times. This is not only the case, the loading of documents and power point files along with other programs gets slow. The system gets slower and slower. To tackle this challenge, we propose a solution in this paper that will optimize the starting and shutdown times of Redstone 3 OS with marked improvement.</p></div>
		<br>
		</div>","Muhammad Ahsan, Malik Tahir Hassan, Muhammad Nabeel, Amna Rafique",Optimizing Windows Redstone 3 Boot Process
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Cricket is one of the most popular game in the world and competition is increasing among the teams. Every cricket board is putting its resources to search the best players and train them to overcome their opponents. For this, they use different tools and techniques to judge the abilities and weakness of the players. We are presenting a tool known as SWOT analysis through the Analytic Hierarchy Process (AHP) that can help players to grow stronger and find potential opportunities. SWOT (Strengths, Weaknesses, Opportunities and Threats) analysis is a widely used technique for analyzing external and internal components and find out an efficient method to support for the decisions. The proposed technique is acquired by performing Analytic Hierarchy Process (AHP). In conclusion, the SWOT and AHP integration may provide great assistance to cricket board in determining the best players that play an important role in winning the cricket match.</em></div>
		<br>
		</div>","Zaman Ashraf, M. Ahmad Nawaz ul Ghani",AHP-SWOT Analysis Framework Proposed for Cricket Players’s Performance Analysis
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Software applications are widely used in almost every field now-a-days. A full functional application is developed after passing through different phases of Software Development Life Cycle (SDLC), till the end user starts using it. Testing the application is one of the major tasks of Software Development Life Cycle known as SDLC. This activity is done for the effective performance, tracking out causes of inefficiencies and verifying whether a module or application fulfills the requirements. The purpose is to avoid defects, abnormal behavior, minimize risks of failure and ensure that the system is defect free. Testing can be done in both manually and automatically. Manual ways are not trust worthy because humans make mistakes and machines don’t if it’s programmed correctly. In this paper we have performed critical analysis on the automated testing tools available for .NET (which is a software development platform by Microsoft) determines their effects on effort, quality, productivity and cost of the product [9]</em><em>.</em></p></div>
		<br>
		</div>","Muhammad Adeel Khalid, Muhammad Ali Naeem",A Surwey of Automated Testing Tools
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Recently data is growing day by day in the internet . Data is in the form of  Structured , unstructured  and semi structured in nature. Information Retrieval is the field which is regarding the study of retrieval of unstructured or semi structured documents. For every aspect IR is being used in there are different models being used in them. There are so many models in so many applications,each having some relation to one another.In this paper we will evaluate and compare various IR model techniques and algorithms and see which model excels in which field of application.</em></div>
		<br>
		</div>","Agha Azeem Rehma, Mazhar Javed Awan, Ilyas Butt",Comparison and Evaluation of Information Retrieval Models
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Important considerations in the design of a network security teaching and research lab are discussed in the context of the University Of Management and Technology Graduate Network Security MS course. The main objective is to provide a learning and research environment for the student to enrich their understanding of the network and computer security theory taught in the classroom with an extensive set of complementary hands-on laboratory exercises. The mission of Information security and DFIR Laboratory is to support varied demands of research, education, and outreach in information security and cyber forensics. More specifically, the laboratory must be able to be used by professors for conducting research activities; individual student thesis and project work, class projects on information security topics, and to support faculty and students partnering with industry on issues of practical security.The type of expected research projects include Information Hiding, Tracing and Watermarking, Intrusion Detection and prevention, Applications of Machine Learning in Information Security, Key Distribution, Escrow and Security Protocols, Survivable Computation, Cryptography, Malware analysis and classification, Mobile Device Security and Forensics, Software Security, Vulnerability Assessments and Penetration Testing to name a few..</em></div>
		<br>
		</div>","Muhammad Ahsan, Arslan Asif, Sheraz Naseer",Design of a Cyber Security Research Lab
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Web usage mining is a part of data mining. Data usage mining is divided into three parts 1) Data content mining 2) Data structured mining 3) Data usage mining. In this paper I am discussing about log files which are used in data usage mining. Log files are used to store user’s activity in web server using websites. So that websites can be improved by gathering user data. Web usage mining having three sub parts which is reprocessing, data discovery and data analysis. Further, in this paper, details about web log files are discussed. Three algorithms are discussed which are used for patterns of log files. There comparison is showed in this paper with the help of graphs.</em></div>
		<br>
		</div>",Sobia Mehrban,Web Usage Minning using Patterns with Different Algorithm
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>The development of informative workforce that is skilled in a specific profession is considered as the most recommended and desirable feature of any advanced state.  Technical Education &amp; Vocational Trainings provide golden opportunity of growth regarding the output of individuals and prosperity of employers. Subsequently it is the dire need of developing countries to invest in public vocational education and training sector (VET) for the progression of skillful societies. Process of manual predictions and analysis on the basis of students’ data to make decisions that will improve the overall teaching and learning is very difficult and tiring. Data mining is exceptionally helpful when we are talking about education data analysis and prediction. Data mining techniques are being used successfully in different areas especially in student educational and learning analytics called as Educational Data Mining (EDM). In this work, TEVTA students’ data is shaped as a ready-to-mine data set and then various data mining techniques are applied to derive interesting patterns that can potentially derive important decisions for improvement of learning process, enhancement of teaching method and overall development of whole system of technical education and vocational trainings. Besides presenting interesting analytics of TEVTA data, we develop classification problems to predict status of students after completing TEVTA courses. This classification can also help in evaluating success of TEVTA programs. This work can help in analyzing and predicting the aspects affecting students’ as well as institutes’ performance from different dimensions.</em></p></div>
		<br>
		</div>","Qudsia Saleem, Arslan Asif, Malik Tahir Hassan",Technical and Vocational Education Analytics Using Punjab TEVTA Students’ Data
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Liver plays a vital role in the human body that performs several crucial life functions. A number of liver diseases exist and it is a challenging task to diagnose the liver disease at its early stage. In recent years, several data mining techniques have been used in medical field for prediction but there can be further improvements for quick and accurate diagnose of liver disease. In this paper, a variety of Classifiers have been experimented on Indian liver disease patients dataset which is publicly available on Kaggle. Attribute subset selection is performed to identify significant attributes and the resulting dataset is named as Selected Attributes Dataset (SAD). SAD provides more accuracy in less computation time using Random forest classification algorithm and improved system including these parameters i.e., the efficiency of the system can be increased, early decision making, less time and space required. This research work will provide help to predict liver disease with less amount of data, i.e., number of attributes.</em></div>
		<br>
		</div>","Mujtaba Hassan, Maham Irfan, Salah-u-Din Ayubi",Efficient Prediction of Liver Disease using Selected Attributes
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>A study on successful and un-successful about 210 large software (development) projects from around the world between February 1995 and December 2017 has been presented in this review paper. All these projects involved on mass level that completed on time with their scheduled expense, and time frame estimates in development of those are getting late as defined, much expensive as decide, or were get delayed or close without its completion, major seven hurdles were noted:  un sufficient project planning, un sufficient cost estimating, un sufficient measurements, un sufficient milestone tracking, un sufficient change control, and un sufficient -quality control, Poor Coronation and communication. After detail study on past reviews on these hurdles in project management, in this review paper we have presented a short overview of success and failure reasons/causes/possibilities of all those seven factor/ hurdles are noted. Maybe the clearest aspect of these major problems is linked with project management rather than technical resource. Two occupied ideas combine which are no proper excellence regulator are the huge funder for the rates, and late time and unfair plan organization have number of prospective reason of insufficient excellence actions.</em></div>
		<br>
		</div>","Khizra Tabassum, Shoaib Naseer",Software Project Management Observes:  Fiasco V/S Victory
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>In today’s computer, there are larger sizes of the cache are using on the chip. Moreover, there is significant change has happened in the technology. Because of that change cache power efficiency has become the important issue in the processors. To solve this problem most of the researchers have proposed a different methodology to improve the cache energy efficiency. This paper review different techniques that are proposed for improving cache energy efficiency. There are different techniques discussed in this survey paper that is used to improve the cache energy at a different level of the cache. The main focus of the paper of survey is to urge the different researcher to propose different methodology so they can make the cache more efficient and energy saving.</em></p></div>
		<br>
		</div>","Hina Jilani, Yasir Danial Khan",A Review of Techniques for Optimizing Cache Energy Efficiency
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Data or instructions that are regularly used are saved in cache so that it is very easy to retrieve for the purpose of increase the cache performance. Evaluating the execution of multi-core systems the part of the cache memory is very important. A multicore processor is shared circuit in which two or more processors are joined to enhance the performance and perform multiple tasks.</em> <em>This paper describes the performance of cache memory based on cache access time, miss rate and miss penalty. Cache mapping methods are defined to increase the performance of cache but it face many difficulties. Some methods and algorithms are used to decrease these difficulties. In this paper describes the study of recent competing processors to evaluate the cache memory performance.</em></div>
		<br>
		</div>","Hafsa Mehboob, Hammad Ahmad Niaz",Enhance the Performance of Associative Memory by Using New Methods
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Now a day’s Social media is major channel of communication between individuals and organizations. Huge data is available over the social networks, so it is important and essential to analyze this data to extract information. The data on social media is very much scattered, to extract an information it needs to be organized. Natural Language Processing (NLP) techniques are used to analyze the scattered data to fetch information for targeted entities (Event, Category, Date, Place, and Time period). The extracted information it is listed on a database and can be used in several ways. In this paper, a model is proposed which categorize event by their types, Date Place and Time. The results show this model can categorize the 90% events.</em></div>
		<br>
		</div>",Sawabia Naseem,Extracting Events from Social Media Using NLP
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Cloud is known as a highly-available platform that has become most popular among businesses for all information technology needs. Being a widely used platform, it’s also a hot target for cyber-attacks. Distributed Denial of Services (DDoS) is a great threat to a cloud in which cloud bandwidth, resources, and applications are attacked to cause service unavailability. In a DDoS attack, multiple botnets attack victim using spoofed IPs with a huge number of requests to a server. Since its discovery in 1980, numerous methods have been proposed for detection and prevention of network anomalies. This study provides a background of DDoS attack detection methods in past decade and a survey of some of the latest proposed strategies to detect DDoS attacks in the cloud, the methods are further compared for their detection accuracy.</em></p></div>
		<br>
		</div>","M Alyas, Mazhar Iqbal Noor, Hamid Hassan",DDOS Attack Detection Strategies in Cloud A Comparative Stud
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Sonar (Sound Navigation and Ranging) was covertly created by few countries during the reign of World War II. SONAR can be used to detect some moving object. It helps in the measurement of distance and angle from the observer. It works on the principle of Doppler shift. The designing of cheaper SONAR system for security purpose is the requirement of an industry. In this research Paper, the designing and implementation of Arduino based SONAR system using ultrasonic sensor are presented. The device is able to detect the object, calculate its distance (up to 30cm) and can determine the elevation angle. It provides a cheaper solution for security purposes.</em></div>
		<br>
		</div>","Khudaija-tul- Murtaza, Hamza Imtiaz",Designing of Low Cost Arduino Based Ultrasonic SONAR System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In the age of emerging technologies, the amount of data is increasing very rapidly. Due to massive increase of data the level of computations are increasing. Computer executes instructions sequentially. But the time has now changed and innovation has been advanced. We are currently managing gigantic data centers that perform billions of executions on consistent schedule. Truth be- hold, if we dive deep into the processor engineering and mechanism, even a successive machine works parallel. Parallel computing is growing faster as a substitute of distributing computing. The performance to functionality ratio of parallel systems is high. Also, the I/O usage of parallel systems is lower because of ability to perform all operations simultaneously. On the other hand, the performance to functionality ratio of distributed systems is low. The I/O usage of distributed systems is higher because of incapability to perform all operations simultaneously. In this paper, an overview of distributed and parallel computing is described. The basic concept of these two computing is discussed. In addition to this, pros and cons of distributed and parallel computing models are described. Through many aspects, we can conclude that parallel systems are better than distributed systems. </em></div>
		<br>
		</div>","Khawaja Ubaid ur Rehman, Kh. Raees Ur Rahman, Adeel Ashraf",A Comparative Analysis of Distributed and Parallel Computing
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>There are a number of recommendation systems available on the internet for the help of jobseekers. These systems only generate job recommendations for people on the basis of input entered by user. The problem observed in Pakistani people is they are not clear in which field they should start or switch working. Before searching and applying for a job, one should be clear about his/her profession and important skills regarding selected profession. Based on above issues, there is a need to design such a system that can overcome the problem of profession selection and skills suggestions so that it can be easy for a jobseeker to apply for a specific job. In this research, the problem which is discussed above is resolved by proposing a model by using Association Rules Mining, a data mining technique. In this model, professions are recommended to job seekers by matching the profile of applicant or job seeker with those persons who have same profile like educational background, professional skills and the type of jobs which they are doing. The data collected for this research itself is a major contribution as we collected it from different sources. We will make this data publically available for others so that they can use for further research.</em></div>
		<br>
		</div>","Maria Kiran, Hira Asim, Malik Tahir Hassan","Career and Skills Recommendations using Data Mining Technique: Matching Right People for Right Profession, in Pakistani Context"
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>With the growth of technology, people and companies are more relying on software systems. For that, we need a product/software that is trustworthy, reliable, and economical. It should be maintainable, dependable and useable. If the software is developed with much accuracy, everything is being done by it as planned and the software is set to the market then the success rate will be high. But if there is any bug in the software then not only the software will fail but it will also affect the organizations that are responsible for making it. So the failure of software also has a great impact on the organization. In this research, we are going to present a detailed and critical analysis of all those causes due to which the software fails and the factors that hinder in a project success. We will study the existing software development processes and also analyze how they can helpful in reducing these causes.</em></div>
		<br>
		</div>","Amjad Hussain Afzal Zahid, M.Waji Haider, Muhammad Shoaib Farooq, Adnan Abid, Amjad Ali",A Critical Analysis of Software Failure Causes From Project Management Perspectives
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>One type of signal processing is Image processing in which the input used as an image and the output might also be an image or a set of features that are related to the image. Images are handled as a 2D signal using image processing methods. For the fast processing of images, several architectures are suitable for different responsibilities in the image processing practices are important. Various architectures have been used to resolve the high communication problem in image processing systems. In this paper, we will yield a detailed review about these image processing architectures that are commonly used for the purpose of getting higher image quality. Architectures discussed are FPGA, Focal plane SIMPil, SURE engine. At the end, we will also present the comparative study of MSIMD architecture that will facilitate to understand best one.</em></div>
		<br>
		</div>","Sarah Ilyas, Muhammad Adeel Ashraf, Muhammad Aizaz Akmal",Image Processing Architectures
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Requirement Analysis is an important phase in software development. Failure or success of software product depends upon requirement analysis phases. In this paper, a detailed critical analysis was conducted to find out the expected issues behind software project’s failure. It has been found that several issues are associated with this phase such as: customer ambiguity, requirement changing during the project etc. The study was conducted by questionnaires to figure out these issues in the Pakistani software industry.</em></div>
		<br>
		</div>","Huma Chaudhry, Ayesha Asmat, Muhammad Shoaib Farooq",Requirement Analysis issues in Pakistan Software Industry
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>In this paper, it was discussed about various fault tolerant task scheduling Algorithm for the multicore system based on hardware and software. Blend of triple module redundancy and double module redundancy considering Agricultural vulnerability factor other than EDF and LLF scheduling algorithms were used to create hardware-based algorithm. Most of the real-time systems used shared memory as dominant part. Low overhead software-based fault tolerance approach could be implemented at user space level so that it did not require any changes at an application level. Redundant multithread processes were used which could detect soft recover from the errors and could recover from them giving low overhead, fast error mechanism recovery, and detection. The overhead incurred by this method ranged from 0 to 8% for selected benchmarks. Another system used for scheduling approach in real-time systems was hybrid scheduling. Dynamic fault tolerating scheduling gave high feasibility where task critically was used to select the fault recovery method type in order to tolerate maximum no. of faults.</em><em></em></p></div>
		<br>
		</div>","Muhammad Adeel Ashraf, Sarah Ilyas, Muhammad Ahsan",Review Paper on Fault Tolerant Scheduling in Multicore System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Heart disease is increasing rapidly due to number of reasons. If we predict cardiac arrest (dangerous conditions of heart) in the early stages, it will be very helpful to cured this disease. Although doctors and health centres collect data daily, but mostly are not using machine learning and pattern matching techniques to extract the knowledge that can be very useful in prediction. Bioinformatics is the real world application of machine learning to extract patterns from the datasets using several data mining techniques. In this research paper, data and attributes are taken from the UCI repository. Attribute extraction is very effective in mining information for the prediction. By utilizing this, various patterns can be derived to predict the heart disease earlier. In this paper, we enlighten the number of techniques in Artificial Neural Network (ANN). The accuracy is calculated and visualized such as ANN gives 94.7% but with Principle Component Analysis (PCA) accuracy rate improve to 97.7%.</em></div>
		<br>
		</div>","Shahid Mehmood Awan, Muhammad  Usama Riaz, Abdul Ghaffar Khan",Prediction of Heart Disease using Artificial Neural Network
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>With the rapidly advancing technology of today, exchange of information and data is a very pertinent matter. The world has just recently witnessed the effects of information leakage through the issue of WikiLeaks. There are huge amounts of data being shared over different platforms nowadays. Global System for Mobile Communication (GSM) is one of the most reliable platforms known to and used by almost all people in the world for text as well as voice communication. With the tools like Android Studio and NetBeans available, it is now possible to encrypt the text that has to be sent over the GSM, so that it can be decrypted at the other end of the communication path. However, the encryption and decryption of voice being transmitted over the GSM network still remains a question. In the domain of real time voice encryption, much of the work being carried out pertains to the voice being exchanged through the Internet Protocol. As compared to the Voice over Internet Protocol (VoIP), voice over the GSM network has not seen much research work related to its security aspects. The purpose of this paper is to document the results of a project aimed at developing a platform for mobile phones in order to communicate over the GSM network in a secure manner. The most suitable method for achieving the above mentioned objective is to use an open source Operating System (OS), so that the source code is easily accessible and usable. In this paper, the Android OS will be under discussion, which is compatible with all the Android mobile phones. In this way, the maximum number of mobile phone users can be benefitted because Android cell phones are being widely used nowadays. The use of cryptographic algorithms for securing the voice communication over the GSM network is also a part of this paper. The work revolves around the Java programming language since the Android application development has been carried out in Java through the use of Android Studio. Also, NetBeans has been employed for developing algorithms for voice encryption. <strong>Keywords</strong>:</em> Android Operating System; Global System for Mobile Communication (GSM); encryption; decryption; cryptography.</div>
		<br>
		</div>","Arslan Asim, Muhammad Ashraf, Muhammad Ashraf",Design and Development of Secure Mobile Communication over GSM Network Using Open Source Operating System (OS)
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Requirement elicitation is the actual description of the system that the software developers follow in the earlier stages of development process. It is one of the most important and primary part in developing a new application or project. It describes what a system should do and what it is capable of doing. There are some essential requirements of a system that must be met for its correct functionality. Many software systems fail due to the wrong requirement elicitation practices or poor requirement elicitation. Without the help of elicitation, it is impossible to find out the needs and the requirements of the user. In Pakistan software industry, requirement elicitation practices are not followed. In this paper, we have analyzed the issues and challenges being faced by the Pakistan software industry due to the poor requirement elicitation process. The identified issues in requirement elicitation process include a change of scope, volatility problem, change in user needs, understanding problem, uncertain requirements, communication problem, and missing requirements.</em></p></div>
		<br>
		</div>","Amjad Hussain Zahid, Ambreen Liaqat, Muhammad Shoaib Farooq, Sheraz Naseer",Requirement Elicitation issues and Challenges in Pakistan Software Industry
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Knowing exact number of clusters in a digital image significantly facilitates in precisely clustering an image. This paper proposes a new technique for extracting exact number of clusters from grey scale images. It analyzes the contents of the input image and adaptively reserves one distinct cluster for one distinct grey value. The total count of the grey values found in an image determines the exact number of clusters. Based on the contents of image, this number of clusters keeps on changing from image to image. After obtaining this number, it is given as an input to Gaussian Mixture Model (GMM) which clusters the image.GMM works with finite number of clusters and forms mixture of various spectral densities contained in that image. The proposed method facilitates GMM to adapt itself according to the changing number of clusters. Therefore, the proposed model along with the inclusion of GMM, is named as Adaptive Finite Gaussian Mixture Model (AFGMM).  The clustering performance of AFGMM is evaluated through Mean Squared Error (MSE) and Peak Signal to Noise Ratio (PSNR). Both of these performance measuring methods confirmed that exact number of clusters is essentially important for reliably analyzing an image.</em></p><em><br></em></div>
		<br>
		</div>","M Masroor Ahmad, Sajid Naeem, Syed Muhammad Rehman Habib",Extracting True Number of Clusters for Segmenting Image through Adaptive Finite Gaussian Mixture Model
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Accurate feature detection during Image retrieval is important, data retrieves through image retrieval methods like CBIR and CBIR higher dimension data also need storage and access through different methods, content-based Image retrieval uses query like query by feature and query by example. More focus has made on accurate feature detection because need accurate feature retrieval. In simple words objectives are, to develop methods with sequence to classify features with normalization for efficient image retrieval from bulk dataset and also to improve method for local and global feature retrieval with automatic feature detection along accuracy.  After study of different detection-based system, a methodology has been proposed which improves retrieval based on feature detection and feature detection had been improve with combination DWT+PCA+KSVM (polygon kernel +RBF kernel + Linear Kernel).</em><strong><em></em></strong></p></div>
		<br>
		</div>","Khurram Ejaz, MohD Shafry Mohd Rahim, Amjad Rehman, Farhan Ejaz",An Image-Based Multimedia Database and Efficient Detection though Features
