abstract,author,title
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Despite the widespread use of online applications and websites, inadequate attention is paid to their usability aspect. Always there is a need to evaluate the usability of these applications and website specially the educational one to improve their user friendliness. The idea behind this research is to evaluate the usability of an educational website in Saudi Arabia. For this research we have considered a number of ways of usability evaluation, but find user based method [7] specifically Heuristic evaluation method to be easier and more cost-effective way to evaluate the usability of educational websites. A questionnaire was developed to accumulate the data. Then survey is conducted based on this questionnaire, by providing this questionnaire to different undergraduate students in one of the universities in Saudi Arabia.</em><em>Despite the widespread use of online applications and websites, inadequate attention is paid to their usability aspect. Always there is a need to evaluate the usability of these applications and website specially the educational one to improve their user friendliness. The idea behind this research is to evaluate the usability of an educational website in Saudi Arabia. For this research we have considered a number of ways of usability evaluation, but find user based method [7] specifically Heuristic evaluation method to be easier and more cost effective way to evaluate the usability of educational websites. A questionnaire was developed to accumulate the data. Then survey is conducted based on this questionnaire, by providing this questionnaire to different undergraduate students in one of the universities in Saudi Arabia.</em></div>
		<br>
		</div>","Hina Gul, sardar zafar Iqbal, Madeeha Saqib",Usability Evaluation of an Educational Website in Saudi Arabia
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Reliable communication between transmitter and receiver is accomplished by cooperative diversity techniques. Sending of data in various paths has greatly improved the performance of communication. We have studied the performance of Amplify-and-Forward (AF) based network in this work for diverse relay location at Nakagami, Rician and Rayleigh fading channels. The relay performance in Amplify-and-Forward (AF) protocol based on Symbol Error Rate (SER) against Signal-to-Noise Ratio (SNR) in dBs is calculated. The software that is used to construct Monte-Carlo link level simulation is MATLAB. The effects of a relay at changed location in diverse channels accompanied with Additive White Gaussian noise (AWGN) is also calculated. BPSK modulation scheme is used for the transfer of information between the source, relay and destination node. The signals are combined through Maximum Ratio Combining method (MRC).</em><em>Reliable communication between transmitter and receiver is accomplished by cooperative diversity techniques. Sending of data in various paths have greatly improved the performance of communication. We have studied the performance of Amplify-and-Forward (AF) based network in this work for diverse relay location at Nakagami, Rician and Rayleigh fading channels. The relay performance in Amplify-and-Forward (AF) protocol based on Symbol Error Rate (SER) against Signal-to-Noise Ratio (SNR) in dBs is calculated. The software that is used to construct Monte-Carlo link level simulation is MATLAB. The effects of relay at changed location in diverse channels accompanied with Additive White Gaussian noise (AWGN) is also calculated. BPSK modulation scheme is used for the transfer of information between the source, relay and destination node. The signals are combined through Maximum Ratio Combining method (MRC).</em></div>
		<br>
		</div>","Salman Saleem, Humaira Rehman, Imran Khan et.al.,","The SER Analysis of Rayleigh, Rician and Nakagami Channels at Various Relay Locations in Cooperative Networks"
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>The number of vehicles/traffic is increasing exponentially day-by-day, due to which automatic vehicles identification/monitoring system is being paid significance all over the world. Different countries in the world are using various types of automatic systems for traffic control, vehicles identification.  Number plate recognition (NPR) is an authentic-time embedded system which frequently recognition the number plate of vehicle.  Pervious systems are using only for identification of vehicle. The proposed system cumulates both the RFID (Radio Frequency Identification) and NPR systems for the identification and verification of vehicle.</em></div>
		<br>
		</div>","Aqib Mehmood Durani, Mumtaz Ali, Rameez Ahmad, Syed Irfan, Habib ur Rehman",Identification and Verification of Vehicle using RFID Technique
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Wireless communication networks using unlicensed frequency band faces certain challenges like unrestrained interfering and bad quality of transmission. To surmount the scarcity of frequency band, a new technique for wireless communication is compulsory to adapt the exponentially rising wireless communication demand. Visible light communication systems (VLCS) offer a replacement to the existing standards of wireless communication, through light from light-emitting diodes (LEDs) as the mean of communication. As LEDs twinkle repeatedly at a high speed such that human eye cannot perceive changes in light intensity, but a perceptive photodiode detect the on-off attitude and can interpret the data implanted within the light. This paper investigates different issues in the existing wireless communication networks, and studies how VLCS can resolve these issues, and proposes design of the VLCS. Moreover, applications, solution to current issues and future improvements are discussed in this paper.</em></p></div>
		<br>
		</div>","Fazlullah Khan, Farman Khan, Qamar Jabeen, Syed Roohullah Jan, Shehzad Khan","Applications, Limitations, and Improvements in Visible Light Communication Systems"
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>We present a humans credentials system centered on ambulation characteristics. This problem is as eminent as acoustic gait recognition. The objective of the scheme is to explore sounds radiated by walking persons (largely the musical note sounds) and identifies those folks. A cyclic model topology is engaged to denote individual gait cycles. This topology permits modeling and detecting individual steps, leading to very favorable identification rates.</em></div>
		<br>
		</div>","ASADULLAH KHAN, Farooq Ahmad, YASER DAANIAL KHAN, DAOJING HE, Mudasser Naseer",GAIT RECOGNITION PROGRESS IN RECOGNIZING IMAGE CHARACTERISTICS
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Smartphones have become a potential part of our lives, and this led to a continued increase in the number of smartphone users. The growing number of users attracts hackers to develop malware applications to steal the private information and causing potential financial losses. Due to the fast modifications in the technologies used by malware developers, there is an urgent need for more advanced techniques for malware detection. In this paper, we propose an approach for Android malware classification based on features selection and classification algorithms. The proposed approach uses the permissions used in the Android app as features, to differentiate between the malware apps and goodware apps. The information gain algorithm is used to select the most significant permissions, then the classification algorithms NaivBayes, Random Forest and J48 used to classify the Android apps as goodware or malware apps. The experimental results show that random forest algorithm achieved the highest precision of 0.898 with a lowest false positive rate of 0.110.</em></div>
		<br>
		</div>",Altyeb Altaher,Classification of Android Malware Applications using Feature Selection and Classification Algorithms
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>This paper present the new idea of Vertical handover for heterogeneous Wireless Networks, based on different parameters values i.e, available Bandwidth, received signal strength, mean number of request per unit time, mean number of calls served per unit time, power deception, power consumption, network condition, duration for mobile station to present in network .Three network selected for the handover, the vertical handover is take place at best resulted network between the available networks. In this article, provoked with facts and figure which done by vertical handoff procedure on mobile nodes But the crucial parameters which is battery power may also consider highly for certain mobile nodes, call blocking probability of networks are define to make decision for network with good quality, for the proposed algorithm experiment results are shown between the available networks and parameters, graphically illustrate the vertical handover to the specific network.</div>
		<br>
		</div>","Zakir Ullah, Shazada Alamgir, Alamgir Khan, Salman Saleem, Imran Khan",Efficient Algorithm for Vertical Handover in Heterogeneous Wireless Mobile Network
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>The Web contributes greatly to our life in many fields such as education, entertainment, Internet banking, online shopping and software downloading. This has led to rapid growth in the number of Internet users, which resulting in an explosive increase in traffic or bottleneck over the Internet performance. This paper proposes a new approach to group users according to their Web access patterns. The proposed approach for grouping users is based on Fuzzy c-means technique, which allows web users to be assigned into more than one cluster or interest. Each web user has a degree of membership of belonging to each cluster. The experimental results showed that the web users were successfully clustered to similar groups very fast using Fuzzy-c-means.  In addition, the Fuzzy-c-means performed well and became much better when the clusters number increased on two real Bo2 and NY datasets. The proposed intelligent web users clustering based on Fuzzy-c-means can be used for discovering users' interests in Web pages that can contribute in enhancing several approaches such as Web caching, Web pre-fetching and Web recommender systems that are recently used to improve the Web performance.</em></div>
		<br>
		</div>","Waleed Ali, Mohammed Alrabighi",Web Users Clustering Based on Fuzzy C-MEANS
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>There has been an explosive growth in medical imaging industry with rapid development in imaging techniques. Magnetic resonance imaging (MRI) has increasingly been popular as a result of its significant role in examining the ever-changing activity of human brain. The image and resolution produced by MRI is quite detailed and can detect tiny changes of structures within the brain and human body at large. It has become the leading technology for examining the living brain at work. More importantly, it plays an extremely important role in diagnosing patient with Alzheimer’s disease in its early stage. In fact, this will dramatically assist in analyzing the brain scan images and identifying whether if there is any potential risk for developing Alzheimer’s disease. Quantifying the brain for Alzheimer’s patient on regular basis is very important so that to critically analyze and assess the rate at which the disease affect patient brain. However, the quality of the MRI scans can radically change due to environmental and atmospheric changes, and equipment ageing. Subsequently, this has a profound impact on the precision and accuracy of the measurement of the brain. In this paper, we proposes an approach which eliminates the in homogeneity problem anticipated so that 3D brain MRI scans can be efficiently processed and analyzed</em></div>
		<br>
		</div>","Yakubu Suleiman Baguda, Abubakar Suleiman Baguda, Usman Suleiman Baguda",Intensity Inhomogeneity Correction Scheme for 3d-Dimensional Mri Brain Scans using Histogram Matching
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p>The implications of specific biochemical and structural features of many putative virulence factors in the pathogenesis of MAP in ruminant and human being are relatively less explored and understood. In this background, the comparative genomic and proteomic studies of MAP_PRSO3010, a putative protein shows that it shares a sequential, physiochemical, structural and functional similarity with Rv0757 (PhoP) protein, a virulent molecular determinant of Mycobacterium tuberculosis (Mtb). Conserved Domain Database (CDD) and InterPro studies demonstrate the presence of conserved domains namely Signal transduction response regulator, receiver domain (REC) and Transcription regulatory protein, C-terminal (Trans_reg_C) belonging to CheY-like and Helix Turn Helix (HTH) superfamily, respectively in both MAP_PRSO3010  and Rv0757 proteins. These domains are mainly involved in phosphorelay signal transduction and transcriptional regulation in response to unfavorable environments within host macrophages. Comparative in silico protein-protein interaction (PPI) studies also showed the involvement of common interacting proteins namely mtrA/B crucial for the survival of Mtb within host macrophages. The predicted hypothetical model of MAP_PRSO3010 protein provides an insight on the functional and structural resemblance between the two proteins. The model quality and structure assessment tools of Swiss-Model Server also validated the predicted hypothetical structure of MAP_PRSO3010 protein. Thus, these results show a strong relevance of MAP_PRSO3010 protein in MAP virulence</p></div>
		<br>
		</div>",Syed Asif Hassan,Comparative Computational Analysis of a Putative Transcriptional Regulator Map_PRSO3010 and its implications in the Pathogenesis of Crohn’s and Johne’s diseases
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p>. Evolution of multi-drug resistance strains of <em>Mycobacterium tuberculosis</em> (MTB) has in the past caused severe epidemics of tuberculosis across the globe thereby it raises a question on the potency or efficacy of the current scaffolds of drugs targeting MTB. Therefore, there an urgency to identify novel antimycobacterial compounds targeting proteins important for the viability of <em>Multi-Drug-Resistant Tuberculosis (MDR-TB) strains. In this regard Mtb LprG (Rv1411c) a lipoprotein involved in the evasion of cell-mediated immune response within infected host macrophages is an important target for screening antimycobacterial compounds against Mtb. In the current study, a workflow involving ligand-based virtual screening namely USRCAT (Ultra Shape Recognition) and molecular docking studies were employed to identify novel antituberculosis compounds. Based on USRCAT and docking studies XPX an analog of triacylated glycolipid was screened as a promising lead molecule that shows higher specificity and binding affinity for Mtb LprG protein. Further, in vitro experimentations are required to testify the role of XPX as an anti-TB drug for the treatment of MDT-TB.  </em></p><p><em> </em></p><p><strong><em>Keywords</em></strong><em>:</em> Multi-drug Resistant Tuberculosis; Toll-like receptor 2 (TLR2); antagonist; Molecular docking; Virtual screening</p></div>
		<br>
		</div>","Syed Asif Hassan, Tabrej Khan, Arshad Hashmi",Computational Approach to Design Antagonists of Mycobacterium Tuberculosis Lipoprotein Lprg (RV1411C) Protein
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>Nowadays, most of the academic institutes facing a low-quality problem in the educational field. One of these factors is an educational student achievement and staff teaching quality. This study presents an efficient framework for assessment and prediction of teachers’ performance in academic institutes using Artificial Neural Network (ANN) algorithm. The proposed framework designed to predict the performance quality level of teachers in order to improve the learning outcomes. The prediction model was tested effectively using the TA UCI dataset. The data consists of academic experiences for teachers as well as their experiences and grades of students in courses they taught among others. The SPSS tool was used to build the suggested prediction system. The TA data was dividing into three groups (70, 80, and 90) for training data, and (30, 20, and 10) for testing data respectively to study the dataset discrimination. The results are showing that the neural network obtained better accuracy results with (90%) in the training and (10%) in testing.</div>
		<br>
		</div>",Ahmed Hamza Osman,An Evaluation Model of Tecaching Assistant using Artificial Neural Network
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p>Abstract. The metalloenzyme peptide deformylase (PDF) catalyzes the elimination of the N-formyl group from N-terminal methionine upon translation, which is crucial for protein synthesis, growth, and survival of bacteria. In this context, we aim to identify potent derivatives of the known mycobacterial PDF (mPDF) inhibitors having better pharmacological properties than their parent compounds. Initially, BB-83698, Galardin, and LBK-611 known mPDF inhibitors were selected based on their binding affinity for mPDF using iGEMDOCK. Analogs of these three inhibitors were prepared. Further, the analogs were screened based on their oral bioavailability, pharmacokinetics properties, drug likeliness and binding energy. The post-screening analysis reveals that the analog, (2R)-N’-hydroxy-N-[(2S)-3-(5H-indol-3-yl)-1-oxopropan-2-yl]-2-(2-methylpropyl) butanediamide (CID5288446) of galardin interacts with residues GLN56, LEU107, HIS148, GLU149, and HIS152 near the vicinity of the active site (H<sup>132</sup>EXXH<sup>136</sup>) of mPDF protein with higher affinity as compared to its parent compound galardin. The prediction tool based upon structure-activity relationship reveals that the analog CID5288446 showed similar metalloproteinase activity with lesser toxic effects when compared to its parent compound galardin.</p><p><strong>Keywords:</strong> Mycobacterial Peptide Deformylase (mPDF); structure-based virtual screening; fitness score; pharmacokinetics properties; drug likeliness; Inhibitors.</p></div>
		<br>
		</div>","Syed Asif Hassan, Iftekhar Aslam Tayubi",Computational Approaches to Identify a Derivative of Galardin as an Inhibitor of Mycobacterial Peptide Deformylase
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><strong>Objectives:</strong> To increase needed for exchanging digital photos electronically, due to alarming demand for multimedia applications, and because of the increasing use of images in electronic processes. Hence, the need for protection by unauthorized user is necessary. <strong>Method:</strong> This paper primarily is focusing on the necessary protection of these images using a specific analyzes algorithm: Advanced Encryption Standard (AES) with a full its description, which is known as an algorithm (Rijndael). <strong>Findings:</strong> It will be determined the address decryption, which is made up of different styles in all encryption and decryption steps in order to protect the valuable information. This algorithm will be implemented on MATLAB software programming. <strong>Application:</strong> The above results and analysis for this crypto system based on AES algorithm give a high performance. So we have reason to believe that use this method to encrypt the image will have a very good prospect in the future.</p></div>
		<br>
		</div>",Ahmad AlRababah,Digital Image Encryption Implementations Based on AES Algorithm
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>The need for optimal video quality over low delay communication networks is very crucial as their demand increases dramatically. Analysing, evaluating and exploring the codec metrics which can enhance the video quality when transporting the video over low delay communication networks has been a key issue of concern which requires thorough simulation and experimentation. Metrics such as quantization size, frame rate and frame size can significantly enhance the quality video. In this paper, the impacts of frame size, frame rate and quantization parameter on the compressed video quality has been investigated. More extensive simulations have been conducted in order to experiment different scenarios using various video samples at different frame sizes, quantization parameters, loss rate and encoding rate as well. More importantly, both low, medium and high complexity video samples have been examined to determine the impact of the aforementioned parameters on fundamental basic parameters which are essential toward yielding high-quality video while compressing videos. The experimental results show that increase in quantization parameter reduces the bits size and consequently leads to high compression. </div>
		<br>
		</div>","Yakubu Suleiman Baguda, Hani Aljahdali",Video Metrics and Parameters for Achieving Optimal Quality in Low Delay Communication Networks
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>The achievement of the ABET Students Outcomes (SOs) aims to ensure the good preparation of the students to the workplace. The evaluation of the SOs attainment faces many problems including the partial achievement of  SO and the appropriate mapping of the assessment tools to SOs. Furthermore, the complexity and heaviness of the evaluation process require a 2-4 years improvement cycle to avoid faculty overloading. In this work, initially, a class diagram is developed which shows the classes of the system,  their attributes, operations and the relationships among objects</em>. <em>Further</em>, <em>we propose a six-steps methodology that aims to better undertake the assessment of the SOs for an IT program. The first step proceeds to the preparation of an articulation matrix that maps the IT program courses to the SOs. The second step decomposes each SO into its Elementary contents (SOEs) in order to target each SOE separately and contribute to the full achievement of the SO. The detailed articulation matrix is prepared in the third step to include the new list of SOEs. While undertaking the semester-based assessments, the fourth step consists in mapping the assessment tools and questions to the appropriate SOEs using the Bloom's measurable verbs. At the end of the semester, the fifth step is undertaken to input the assessment data for each SOE. The final sixth step proceeds to the analysis of the assessment data to outline important results at both course and program levels. This work is undertaken at the Faculty of Computing and Information Technology in Rabigh (FCITR), King Abdulaziz University, and will be soon supported by a web-based system that helps in the implementation of the six-steps methodology, which will considerably shorten the improvement cycle.</em></p></div>
		<br>
		</div>",Samir K Boucetta,Toward a Better Assessment of Students Outcomes using a Six-Steps method and a Class Diagram
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Now a day bulk of information available on Internet but in spite of will, no one can go through all these information, which may carry huge amount of data. Hence, most of the web surfer required a mechanism through which particular documents or sentences of their interests can be extracted easily without wasting much amount of time. For this purpose, we can generate some keywords out of the stored information, so that keywords requested by the end user should match easily with stored keywords to detect sentences. In this context, Latent Semantic Indexing (LSI) based search method has been applied to whole text and keys. It has been observed through the results that the method with keys (Keywords and key-Sentences) found considerably proficient. Moreover, extracted Keys are not only suited for searching but also appropriate for clustering. Finally, the proposed study not only investigated the detection of keywords but also involved exposure of key sentences</em></div>
		<br>
		</div>","Shakeel Ahmad, Sheikh Muhammad Saqib, Alaa Omran Almagrabi, Fahad Mazaed Alotaibi",LSI Based Search Technique: Using Extracted Keywords and Key-Sentences
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Data security has gauged much attention for over a past few decades. Cryptography is one of the most serious domains as far as security is concerned. This article evaluates and compares among few of the well-known state of art cryptographic algorithm like AES, DES and Serpent depending on the nature of data by different authors in different years. Benchmark techniques (True Positive rate, False Positive rate, ROC curves etc) are used to analyze the sensitivity and specificity for the respective algorithms. Paper is concluded with the best possible algorithm that suits a respective dataset.</em></div>
		<br>
		</div>","Muhammad Usman, Shahid M Awan",A Data Specific Comparative Study for Choosing Best Cryptographic Technique
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>E-Learning and Virtual Classroom applications have gained a lot of popularity due to growing population, easy access and low cost solution. The study in this paper proposes an open source Virtual Classroom application that tends to mimic all the functionalities and features of real class room. Its interface designs are based on the online learning theories. It will provide the students and teachers a real time virtual platform, where they can learn, share and properly propagate their knowledge, views and ideas. This open source application allows the faculty members to conduct all the class activities as if they are in a real classroom. On the other hand, students have the advantage of raising questions during the lecture with the help of a chat box and a whiteboard. In order to assess the interfaces of this application, Microsoft Visual Studio 2012 has been used. Our application provides security and reliability to all its users. All the courses, students and faculty members are managed in a real-time using this application. Administrator handles all these procedures and has all the rights over the system including the users and databases.</em></div>
		<br>
		</div>","Syed Farooq Ali, Hamza Tahir, Zafar Khan",Virtual Classroom  an Easy and Low Cost Solution to E-Learning System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In the normal ballot process, voting condition is troublesome in light of dislike of voters to go for voting to polling stations coming from far places, stay in long queues and sit tight drawn out for their turn. A couple of individuals settle on wrong decision which cause star choice issues. This customary strategy for voting can be switched to a more progressive and beneficial approach entitle Mobile-Voting system. We propose wonderful, essential and organized way to deal with vote, shedding the insufficiencies of regular approach. By using the customer id and mystery word against one CNIC, one voter can settle on one decision. If one person has the right to vote then a voting structure is displayed to him and approval is finished by using One Time Password (OTP) rule, thumb impression and face affirmation. Advancement of technology can be used to provide benefit to the people who vote but face difficulties during this process. To give permission of utilization of this right, all over the world where the voting through mobile is conducting have some common steps like voter verification and confirmation, counting and checking of votes, announcement of result. In the proposed system each voter is affirmed by the CNIC, OTP, thumb impression and face affirmation. Each vote caste against a candidate is placed in the database for the individual dispute. At end of the ballot casting system the counter checks the total ballot caste against each candidate and makes a short report of it and give it to the admin. Admin has access to share these results with everyone who has the ballot casting application.</em></div>
		<br>
		</div>","Syed Ali Hassan, Mohsin Anwar",Voting System using Android Operating System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>In the age of emerging technologies, the amount of data is increasing very rapidly. With the passage of time, the methods of data handling are getting improved. Prediction analysis is quite a tough task, but it also yields interesting results. Different sectors like financial services, transportation, health and education are generating large amount of data. The emergence of web 2.0 (social web) made it possible for users and researchers to analyze and predict huge amount of data. The domain of Business Intelligence is core technology for users who want to extract useful information for decision making regarding their businesses. Data warehouse provides an insight into the business processes using the historical data. However, traditional data warehouse may not be suitable for the data analysis needs because of the evolving requirement of industry. It cannot be scaled up or down. Moreover, it cannot handle the increasing number of users. A new kind of data warehouse with design and implementation aspects has been emerged, called as cloud data warehouse. The cloud data warehouse model has evolved with the passage of time, which affects the application and business domains as well. The cloud data warehouse has evolved to control the large scale data. It can be scaled up or down at any time and also it has no limitation on increasing number of users. In this review paper, we have compared traditional and cloud data warehouse. We can conclude that the ultimate future of data warehouse is cloud data warehouse.</em><em></em></p></div>
		<br>
		</div>","Khawaja Ubaid ur Rehman, Umair Ahmad, Sajid Mahmood",A Comparative Analysis of Traditional and Cloud Data Warehouse
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Interest in research activities in facial processing especially cartoonization, caricature and emotion generation have gradually increased over the recent years. The contribution of this paper is threefold. First, it provides an algorithms along with its results in which exaggerated cartoon like effects are added into a single facial frontal image according to the given cartoon template. The cartoon formed in this process will have similar features as of original image. Secondly, the study provides facial transformation algorithms and techniques to generate various artifacts and emotions including  sad, shy, happy, blank, serious, surprise and innocent. Thirdly, the study discusses different transformation algorithms to generate various caricatures from the single frontal facial image. The output images generated using these open source algorithms and techniques are also provided in this paper to assess their subjective quality.</em></div>
		<br>
		</div>","Syed Farooq Ali, Fahad Zafar, Fahad Zafar, Hafsa Zafar, Hafsa Zafar, Dima Naeem, Dima Naeem, Irum Pervaiz, Irum Pervaiz","Cartoonization, Caricature and Emotion Generation from A Single Intensity Frontal Facial Image"
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>MRI imaging assumes an essential part in brain tumor for conclusion, investigation and treatment arranging. Brain tumor identification is the procedure of the situating of tumor and size. It helps the specialist for deciding the past strides of mind tumor.in this paper, we utilize distinctive methods to obviously distinguish the tumor region from MRI picture. In our approach utilize two level of separating systems these altered half and half middle channel and middle filtering.as the clamor is evacuated we upgrade the picture quality by enhancing dim level of every pixel utilizing KNN mean calculation. The improved picture used to discover the limits of conceivable mind tumor within pictures by identifying discontinuities in the shine. The picture division into a conceivable tumor and non-tumor zones. and afterward sharp both conceivable districts unmistakably envisioned the two regions in brain picture.</em></div>
		<br>
		</div>","Saba Rehman, Iqra Shahzad",Brain Tumor Detection by Using Computer Vision Based on Multi-Level Image Filteration
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>The purpose of this research is to identify the impact of refactoring techniques and design patterns on the source code of the Data management application. The research methodology used for this research is first identify the source code bad smells and then remove them by apply refactoring techniques and design patterns. To evaluate the impact of refactoring and design patterns on the source code quality; the code metrics and visual studio 2015 community edition is used to evaluate code metrics. The results of this research shows that the applying refactoring and design patterns in a combination has a positive effect on the source code quality. The code reusability, expandability and understandability will be increased.</em></div>
		<br>
		</div>","Muhammad Shahid Raees, Muhammad Adeel Ashraf",Effects of Refactoring and Design Patterns on The Software Source Code Quality : An Empirical Assessment
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>kids with Autism Spectrum problems (ASD) have conversation deficits and problems with social interaction. A lack of social conduct can bog down healing interventions and may lessen the potential to examine social talents. Robots had been shown to initiate proactive social conduct in youngsters with ASD. improvement of robot systems able to appearing as catalysts for social conduct in the context of ASD remedy is the need of contemporary era. A methodology and theoretical framework is being supplied here in this paper for a robotic system that can not only compare the effects and stage of ASD, however, can assist the victim consequently.</em></div>
		<br>
		</div>","Danyal Hussain Butt, Wasim Ahmad Khan",Theoretical Framework of Agent Assisted Treatment for ASD (Autism Spectrum Disorder)
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Data cleaning is an action which includes a process of correcting and identifying the inconsistencies and errors in data warehouse. Different terms are uses in these papers like data cleaning also called data scrubbing. Using data scrubbing to get high quality data and this is one the data ETL (extraction transformation and loading tools). Now a day there is a need of authentic information for better decision-making. So we conduct a review paper in which six papers are reviewed related to data cleaning. Relating papers discussed different algorithms, methods, problems, their solutions, and approaches etc. Each paper has their own methods to solve a problem in an efficient way, but all the paper have a common problem of data cleaning and inconsistencies. In these papers data inconsistencies, identification of the errors, conflicting, duplicate records etc problems are discussed in detail and also provided the solutions. These algorithms increase the quality of data. At ETL process stage, there are almost thirty-five different sources and causes of poor quality constraints.</em></div>
		<br>
		</div>","Adeel Ashraf, Sarah Ilyas, Khawaja Ubaid ur Rehman, Shakeel Ahmad",Algorithms for Data Cleaning in Knowledge Bases
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>An important issue among the most vital and essential issues in Wireless Sensor Networks (WSNs) is the area coverage problem. This issue in WSNs causes the security situations directed by the current sensors in the systems suitably. The significance of scope in WSNs is important to the point that is one of the natures of administration parameters. In the event that the sensors don't suitably cover the physical situations they won't be sufficient proficient in supervision and controlling. The scope in WSNs must be in a manner that the vitality of the sensors would be the slightest to build the lifetime of the system. Alternate reasons which had expanded the significance of the issue are the topological changes of the system finished by the harm or cancellation of a percentage of the sensors and now and again the system should not lose its scope. Along these lines, in this paper we have half and half algorithm, the Meta-Heuristic calculations like Differential Evolution and Particle Swarm Optimization algorithms and have broken down the range scope issue in WSNs. Additionally PSO algorithm is executed to look at the productivity of the half and half model in the same circumstances. The consequences of the trials demonstrate that the half and half algorithm has made more increment in the lifetime of the system and more upgraded utilization of the vitality of sensors by improving the scope of the sensors in comparison to PSO.</em></div>
		<br>
		</div>","Asif Farooq, Tahir Iqbal",An Exposition of Wireless Sensor Network Area Coverage and Lifetime Based on Meta Heuristic and Particle Swarm Optimization Algorithms
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>Software Development Life Cycle models are used as the basis to design software applications. In these models, there exists some tribulations and to overcome these defects, agile models are presented. The mature software applications of agile development utilize both iterative and incremental style. It can be viewed as a response against conventional procedural activity. It is viewed not as to meet the volatility and varying situations but as the modern business ethics for software development. By examining and exploring the agile models, it has been found that efficiency of agile models can be improved. This research investigates the agile frameworks (DSDM and LSD) in terms of testing. It also examines that the effectiveness of dynamic systems development model (DSDM) from testing perspective. The results show the performance of DSDM agile framework and the estimated efficiency of this framework.</em></p></div>
		<br>
		</div>","M.Ahmad Nawaz ul Ghani, M. Shoaib Farooq, Amjad Hussain Zahid",Effectiveness of Agile Development Frameworks with Respect to Testing
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Our society has evolved to a threshold where use of machines to automate mundane tasks is constantly increasing in daily life. Providing machines with capability to develop perception from their environment can lead them to perform a great variety of tasks. Facial emotion detection is crucial sub-part of machine perception development. In this article we present a deep learning based approach for Facial emotion Detection. Our model uses a Convolutional Neural Network (CNN) to learn deep features for classification of facial images into one of 22 emotion (Basic 7 + Compound 15) categories considered in this study. We trained our CNN model with the images dataset from Martinez et al. Our Facial Emotion Detection model was developed using keras with theano backend and implemented on a GPU-powered testbed. Our model achieved 67.6% accuracy for basic emotions and 33% accuracy for compound emotions. </em></div>
		<br>
		</div>","Aymun Saif Dar, Sheraz Naseer, Aihtshan Ali, Ishmal Sauf, Muhammad Ahsan",Facial Emotion Detection through Deep Covolutional Neural Networks
